Open data score,Open access
0.31000000000000005,Hybrid
0.19631578947368422,Open access
0.24631578947368418,Hybrid
0.19631578947368422,Hybrid
0.1394736842105263,Hybrid
0.19631578947368422,Open access
0.11210526315789474,Open access
0.2068421052631579,Hybrid
0.29263157894736846,Hybrid
0.2552631578947368,Open access
0.19631578947368422,Open access
0.20421052631578948,Hybrid
0.22263157894736843,Hybrid
0.20421052631578948,Hybrid
0.20421052631578948,Hybrid
0.17,Hybrid
0.17,Hybrid
0.17,Hybrid
0.17,Hybrid
0.17,Hybrid
0.17,Hybrid
0.17,Hybrid
0.17,Hybrid
0.17,Hybrid
0.17,Hybrid
0.17,Hybrid
0.17,Open access
0.21368421052631578,Open access
0.18736842105263157,Hybrid
0.2131578947368421,Hybrid
0.2131578947368421,Open access
0.2131578947368421,Hybrid
0.2131578947368421,Hybrid
0.2131578947368421,Hybrid
0.2131578947368421,Open access
0.2131578947368421,Open access
0.2131578947368421,Open access
0.2131578947368421,Hybrid
0.2131578947368421,Open access
0.2131578947368421,Hybrid
0.24368421052631578,Hybrid
0.24368421052631578,Hybrid
0.24368421052631578,Hybrid
0.24368421052631578,Hybrid
0.24368421052631578,Hybrid
0.24368421052631578,Hybrid
0.2136842105263158,Open access
0.18736842105263157,Open access
0.21736842105263157,Open access
0.14368421052631578,Open access
0.2136842105263158,Hybrid
0.2136842105263158,Hybrid
0.2136842105263158,Hybrid
0.19631578947368422,Open access
0.2136842105263158,Hybrid
0.3663157894736842,Open access
0.3663157894736842,Open access
0.3663157894736842,Open access
0.3663157894736842,Open access
0.3663157894736842,Open access
0.3663157894736842,Open access
0.3663157894736842,Open access
0.14736842105263157,Hybrid
0.14736842105263157,Hybrid
0.15263157894736842,Hybrid
0.14736842105263157,Hybrid
0.15263157894736842,Open access
0.15263157894736842,Hybrid
0.15263157894736842,Hybrid
0.15263157894736842,Hybrid
0.14736842105263157,Hybrid
0.15263157894736842,Hybrid
0.15263157894736842,Open access
0.14736842105263157,Hybrid
0.15263157894736842,Hybrid
0.15263157894736842,Hybrid
0.15263157894736842,Hybrid
0.3094736842105263,Open access
0.3094736842105263,Open access
0.3094736842105263,Open access
0.013157894736842105,Open access
0.3094736842105263,Hybrid
0.3094736842105263,Hybrid
0.3094736842105263,Open access
0.3094736842105263,Hybrid
0.21736842105263157,Open access
0.3005263157894737,Open access
0.3005263157894737,Open access
0.3005263157894737,Open access
0.3005263157894737,Open access
0.37578947368421056,Open access
0.42000000000000004,Open access
0.3005263157894737,Open access
0.3005263157894737,Open access
0.3005263157894737,Open access
0.3005263157894737,Open access
0.3005263157894737,Open access
0.3005263157894737,Open access
0.42000000000000004,Open access
0.3005263157894737,Open access
0.37578947368421056,Open access
0.2421052631578947,Hybrid
0.2421052631578947,Open access
0.2421052631578947,Open access
0.23157894736842108,Hybrid
0.23157894736842108,Hybrid
0.23157894736842108,Open access
0.2421052631578947,Hybrid
0.23157894736842108,Open access
0.23157894736842108,Open access
0.17526315789473684,Hybrid
0.19105263157894736,Hybrid
0.19105263157894736,Hybrid
0.21736842105263157,Hybrid
0.19105263157894736,Hybrid
0.19105263157894736,Hybrid
0.19105263157894736,Hybrid
0.19105263157894736,Hybrid
0.19105263157894736,Hybrid
0.3494736842105263,Hybrid
0.3847368421052632,Open access
0.3494736842105263,Hybrid
0.3494736842105263,Hybrid
0.33631578947368423,Open access
0.33631578947368423,Hybrid
0.3494736842105263,Open access
0.3494736842105263,Hybrid
0.3494736842105263,Hybrid
0.29157894736842105,Hybrid
0.3178947368421053,Hybrid
0.42315789473684207,Open access
0.3178947368421053,Open access
0.18947368421052632,Hybrid
0.541578947368421,Open access
0.46684210526315784,Hybrid
0.46684210526315784,Hybrid
0.3178947368421053,Hybrid
0.34421052631578947,Hybrid
0.46684210526315784,Open access
0.24368421052631578,Hybrid
0.013157894736842105,Hybrid
0.3136842105263158,Hybrid
0.24368421052631578,Open access
0.24368421052631578,Hybrid
0.24368421052631578,Hybrid
0.28210526315789475,Hybrid
0.24368421052631578,Hybrid
0.24368421052631578,Hybrid
0.24368421052631578,Hybrid
0.24368421052631578,Hybrid
0.24368421052631578,Open access
0.24368421052631578,Hybrid
0.039473684210526314,Hybrid
0.22263157894736843,Open access
0.14368421052631578,Open access
0.17,Hybrid
0.17,Hybrid
0.14368421052631578,Hybrid
0.17,Hybrid
0.17,Hybrid
0.14368421052631578,Hybrid
0.14368421052631578,Open access
0.17,Open access
0.14368421052631578,Hybrid
0.14368421052631578,Hybrid
0.3005263157894737,Hybrid
0.14368421052631578,Hybrid
0.14368421052631578,Hybrid
0.14368421052631578,Open access
0.34421052631578947,Open access
0.7610526315789473,Open access
